id,tipe,model,pertanyaan,jawaban_benar,jawaban_sistem,rougeL,is_grounded,grounding_score_faithfulness
39,in_domain,gemini,Mengapa lafaz لَغْوًا وَ pada ayat 35 dibaca demikian? Jelaskan hukumnya!,"Lafaz لَغْوًا وَ (laghwan wa) pada ayat 35 surah An-Naba' termasuk hukum Idgham Bighunnah, kategori Nun Sukun dan Tanwin. Tanwin pada 'laghwan' bertemu huruf wawu, dibaca lebur dengan dengung 2 harakat. (Sumber: Kitab Hidayatus Sibyan)","Lafaz لَغْوًا وَ pada ayat 35 dibaca dengan hukum **Idgham Bighunnah**.

**Penjelasan:**
Hukum ini terjadi karena tanwin pada lafaz 'laghwan' bertemu dengan huruf wawu. Cara membacanya adalah dengan meleburkan suara tanwin ke huruf wawu disertai dengan dengung (ghunnah) sepanjang 2 harakat.

**Sumber:** Kitab Hidayatus Sibyan",0.5455,True,0.754
40,in_domain,gemini,Apa hukum tajwid pada lafaz بَرْدًا وَ di ayat 24 surah An-Naba?,"Lafaz بَرْدًا وَ (bardan wa) pada ayat 24 surah An-Naba' termasuk hukum Idgham Bighunnah, kategori Nun Sukun dan Tanwin. Tanwin pada 'bardan' bertemu huruf wawu, dibaca lebur dengan dengung 2 harakat. (Sumber: Kitab Hidayatus Sibyan)","Hukum tajwid pada lafaz **بَرْدًا وَ** (bardan wa) di ayat 24 surah An-Naba adalah sebagai berikut:

*   **Hukum:** Idgham Bighunnah
*   **Kategori:** Nun Sukun dan Tanwin
*   **Penjelasan:** Tanwin pada kata 'bardan' bertemu dengan huruf wawu, sehingga dibaca lebur dengan dengung selama 2 harakat.

**Sumber:** Kitab Hidayatus Sibyan",0.8205,True,0.63
45,out_of_domain,gemini,Apa hukum tajwid Mad Badal dalam surah An-Naba?,Informasi tersebut tidak tersedia dalam database tajwid An-Naba.,Informasi tersebut tidak tersedia dalam database tajwid An-Naba.,1.0,True,1.0
46,out_of_domain,gemini,Jelaskan hukum bacaan Mad Layyin pada surah An-Naba!,Informasi tersebut tidak tersedia dalam database tajwid An-Naba.,"Informasi tersebut tidak tersedia dalam database tajwid An-Naba.

Sumber: Kitab Hidayatus Sibyan",0.8182,True,1.0
47,out_of_domain,gemini,Sebutkan contoh Mad Silah Qasirah dalam surah An-Naba!,Informasi tersebut tidak tersedia dalam database tajwid An-Naba.,"Informasi tersebut tidak tersedia dalam database tajwid An-Naba.

Sumber: Kitab Hidayatus Sibyan",0.8182,True,1.0
19,in_domain,gemini,Mengapa lafaz ٱلنَّهَارَ pada ayat 11 dibaca demikian? Jelaskan hukumnya!,"Lafaz ٱلنَّهَارَ (an-nahāra) pada ayat 11 surah An-Naba' termasuk hukum Alif Lam Syamsiyyah, kategori Alif Lam. Alif lam bertemu huruf nun (huruf syamsiyyah), lam dileburkan ke dalam huruf nun. (Sumber: Kitab Hidayatus Sibyan)","Lafaz ٱلنَّهَارَ pada ayat 11 dibaca demikian karena memiliki dua hukum tajwid sebagai berikut:

1.  **Alif Lam Syamsiyyah**: Alif lam bertemu dengan huruf nun (salah satu huruf syamsiyyah), sehingga bunyi lam dileburkan ke dalam huruf nun.
2.  **Ghunnah**: Terdapat huruf nun bertasydid yang harus dibaca dengan dengung selama 2 harakat.

Sumber: Kitab Hidayatus Sibyan",0.5682,True,0.688
21,in_domain,gemini,Jelaskan hukum bacaan lafaz ٱلصُّورِ pada ayat 18 An-Naba!,"Lafaz ٱلصُّورِ (aṣ-ṣūr) pada ayat 18 surah An-Naba' termasuk hukum Alif Lam Syamsiyyah, kategori Alif Lam. Alif lam bertemu huruf shad (huruf syamsiyyah), lam dileburkan ke dalam huruf shad. (Sumber: Kitab Hidayatus Sibyan)","Berdasarkan konteks yang tersedia, berikut adalah penjelasan hukum tajwid untuk lafaz tersebut:

**Lafaz:** ٱلصُّورِ (aṣ-ṣūr)
**Ayat:** 18
**Hukum:** Alif Lam Syamsiyyah
**Kategori:** Alif Lam
**Penjelasan:** Alif lam bertemu huruf shad (huruf syamsiyyah), sehingga bunyi lam dileburkan ke dalam huruf shad.

**Sumber:** Kitab Hidayatus Sibyan",0.7436,True,0.747
23,in_domain,gemini,Sebutkan dan jelaskan hukum tajwid dari kata ٱلْعَظِيمِ di ayat 2!,"Lafaz ٱلْعَظِيمِ (al-'azhiim) pada ayat 2 surah An-Naba' termasuk hukum Alif Lam Qamariyyah, kategori Alif Lam. Alif lam bertemu huruf ain (huruf qamariyyah), lam dibaca jelas/izhar tanpa dilebur. (Sumber: Kitab Hidayatus Sibyan)","Hukum tajwid dari kata **ٱلْعَظِيمِ** pada ayat 2 adalah sebagai berikut:

*   **Hukum:** Alif Lam Qamariyyah
*   **Kategori:** Alif Lam
*   **Penjelasan:** Alif lam bertemu dengan huruf ain (huruf qamariyyah), sehingga lam dibaca jelas/izhar tanpa dilebur.

**Sumber:** Kitab Hidayatus Sibyan",0.7606,True,0.791
30,in_domain,gemini,Apa hukum tajwid pada lafaz كُمْ إِلَّا di ayat 30 surah An-Naba?,"Lafaz كُمْ إِلَّا (kum illaa) pada ayat 30 surah An-Naba' termasuk hukum Idzhar Syafawi, kategori Idzhar. Mim sukun bertemu dengan hamzah/alif. Mim disuarakan dengan terang dan jelas di bibir serta mulut tertutup tanpa dengung. (Sumber: Kitab Hidayatus Sibyan)","Hukum tajwid pada lafaz **كُمْ إِلَّا** (kum illaa) di ayat 30 surah An-Naba adalah sebagai berikut:

*   **Hukum:** Idzhar Syafawi
*   **Kategori:** Idzhar
*   **Penjelasan:** Mim sukun bertemu dengan hamzah/alif. Mim disuarakan dengan terang dan jelas di bibir serta mulut tertutup tanpa dengung.

**Sumber:** Kitab Hidayatus Sibyan",0.878,True,0.669
31,in_domain,gemini,Jelaskan hukum bacaan lafaz كَأْسًا دِ pada ayat 34 An-Naba!,"Lafaz كَأْسًا دِ (ka'san di) pada ayat 34 surah An-Naba' termasuk hukum Ikhfa Haqiqi, kategori Nun Sukun dan Tanwin. Tanwin bertemu huruf dal, dibaca samar-samar dengan dengung. (Sumber: Kitab Hidayatus Sibyan)","Hukum bacaan untuk lafaz **كَأْسًا دِ (ka'san di)** pada ayat 34 Surah An-Naba adalah sebagai berikut:

*   **Hukum:** Ikhfa Haqiqi
*   **Kategori:** Nun Sukun dan Tanwin
*   **Penjelasan:** Tanwin bertemu dengan huruf dal, sehingga dibaca samar-samar dengan dengung.

**Sumber:** Kitab Hidayatus Sibyan",0.8611,True,0.679
32,in_domain,gemini,Bagaimana cara membaca lafaz سَبْعًۭا شِدَادًۭا pada ayat ke-12?,"Lafaz سَبْعًۭا شِدَادًۭا (sab'an syidaa daa) pada ayat 12 surah An-Naba' termasuk hukum Ikhfa Haqiqi, kategori Nun Sukun dan Tanwin. Tanwin (fathatain) bertemu huruf syin, dibaca samar-samar dengan dengung. (Sumber: Kitab Hidayatus Sibyan)","Berdasarkan konteks yang tersedia, cara membaca lafaz **سَبْعًۭا شِدَادًۭا** pada ayat ke-12 adalah sebagai berikut:

*   **Hukum:** Ikhfa Haqiqi
*   **Penjelasan:** Tanwin (fathatain) bertemu dengan huruf syin, sehingga dibaca samar-samar dengan dengung.

**Sumber:** Kitab Hidayatus Sibyan",0.6176,True,0.729
33,in_domain,gemini,Sebutkan dan jelaskan hukum tajwid dari kata مَآءً ثَ di ayat 14!,"Lafaz مَآءً ثَ (maa'an tsa) pada ayat 14 surah An-Naba' termasuk hukum Ikhfa Haqiqi, kategori Nun Sukun dan Tanwin. Tanwin bertemu huruf tsa, dibaca samar-samar dengan dengung. (Sumber: Kitab Hidayatus Sibyan)","Hukum tajwid untuk lafaz **مَآءً ثَ** pada ayat 14 adalah sebagai berikut:

*   **Hukum:** Ikhfa Haqiqi
*   **Kategori:** Nun Sukun dan Tanwin
*   **Penjelasan:** Tanwin bertemu dengan huruf tsa, sehingga dibaca samar-samar dengan dengung.

**Sumber:** Kitab Hidayatus Sibyan",0.7576,True,0.592
49,out_of_domain,gemini,Jelaskan hukum Ikhfa Syafawi pada surah An-Naba!,Informasi tersebut tidak tersedia dalam database tajwid An-Naba.,Informasi tersebut tidak tersedia dalam database tajwid An-Naba.,1.0,True,1.0
50,out_of_domain,gemini,Apa hukum tajwid Lam Tafkhim dalam surah An-Naba?,Informasi tersebut tidak tersedia dalam database tajwid An-Naba.,"Informasi tersebut tidak tersedia dalam database tajwid An-Naba.

Sumber: Kitab Hidayatus Sibyan",0.8182,True,1.0
20,in_domain,gemini,Apa hukum tajwid pada lafaz ٱلَّذِي di ayat 3 surah An-Naba?,"Lafaz ٱلَّذِي (alladzii) pada ayat 3 surah An-Naba' termasuk hukum Alif Lam Syamsiyyah, kategori Alif Lam. Alif lam bertemu huruf lam (huruf syamsiyyah), lam pertama dilebur ke lam berikutnya dan dibaca tasydid. (Sumber: Kitab Hidayatus Sibyan)","Hukum tajwid pada lafaz **ٱلَّذِي** di ayat 3 surah An-Naba adalah **Alif Lam Syamsiyyah**.

**Penjelasan:**
Alif lam bertemu dengan huruf lam (huruf syamsiyyah), sehingga lam pertama dilebur ke lam berikutnya dan dibaca dengan tasydid.

**Sumber:** Kitab Hidayatus Sibyan",0.7838,True,0.825
34,in_domain,gemini,Mengapa lafaz مَنْ شَاءَ pada ayat 39 dibaca demikian? Jelaskan hukumnya!,"Lafaz مَنْ شَاءَ (man syaa'a) pada ayat 39 surah An-Naba' termasuk hukum Ikhfa Haqiqi, kategori Nun Sukun dan Tanwin. Nun sukun bertemu huruf syin, dibaca samar-samar dengan dengung. (Sumber: Kitab Hidayatus Sibyan)","Lafaz **مَنْ شَاءَ** pada ayat 39 dibaca demikian karena memiliki hukum tajwid **Ikhfa Haqiqi**.

**Penjelasan:**
Hukum ini terjadi karena terdapat **nun sukun** bertemu dengan huruf **syin**. Cara membacanya adalah dengan menyamarkan suara nun sukun tersebut disertai dengan dengung.

**Sumber:** Kitab Hidayatus Sibyan",0.4932,True,0.629
41,in_domain,gemini,Jelaskan hukum bacaan lafaz فَتَأْتُونَ pada ayat 18 An-Naba!,"Lafaz فَتَأْتُونَ (fata'tuun) pada ayat 18 surah An-Naba' termasuk hukum Mad Thabi'i / Mad Arid Lissukun, kategori Mad Far'i. Dibaca Mad Thabi'i (2 harakat) jika washal (dilanjutkan), atau Mad Arid Lissukun (2, 4, 6 harakat) jika diwaqafkan. (Sumber: Kitab Hidayatus Sibyan)","Berdasarkan konteks yang tersedia, berikut adalah penjelasan hukum tajwid untuk lafaz tersebut:

**Lafaz:** فَتَأْتُونَ (fata'tuun)
**Ayat:** 18
**Hukum:** Mad Thabi'i / Mad Arid Lissukun
**Kategori:** Mad Far'i
**Penjelasan:** Lafaz ini dibaca Mad Thabi'i (sepanjang 2 harakat) jika dibaca secara washal (dilanjutkan), atau dibaca Mad Arid Lissukun (sepanjang 2, 4, atau 6 harakat) jika diwaqafkan (berhenti).

**Sumber:** Kitab Hidayatus Sibyan",0.7429,True,0.687
42,in_domain,gemini,Bagaimana cara membaca lafaz مِن رَّبِّكَ pada ayat ke-36?,"Lafaz مِن رَّبِّكَ (min rabbika) pada ayat 36 surah An-Naba' termasuk hukum Idgham Bilaghunnah, kategori Nun Sukun dan Tanwin. Nun sukun bertemu huruf ra, dibaca lebur (masuk) ke huruf ra tanpa dengung. (Sumber: Kitab Hidayatus Sibyan)","Cara membaca lafaz **مِن رَّبِّكَ** pada ayat ke-36 adalah dengan hukum **Idgham Bilaghunnah**. Penjelasannya adalah nun sukun bertemu dengan huruf ra, sehingga cara membacanya dileburkan (masuk) ke dalam huruf ra tanpa menggunakan dengung.

Sumber: Kitab Hidayatus Sibyan",0.6197,True,0.755
44,in_domain,gemini,Mengapa lafaz ٱلْحَقُّ pada ayat 39 dibaca demikian? Jelaskan hukumnya!,"Lafaz ٱلْحَقُّ (al-haqq) pada ayat 39 surah An-Naba' termasuk hukum Qalqalah Kubra, kategori Qalqalah. Huruf qaf bertasydid diwaqafkan (di akhir kalimat), dipantulkan dengan kuat. (Sumber: Kitab Hidayatus Sibyan)","Lafaz **ٱلْحَقُّ** pada ayat 39 dibaca dengan hukum **Qalqalah Kubra**.

**Penjelasan:**
Hukum ini terjadi karena huruf qaf yang bertasydid berada di akhir kalimat (diwaqafkan), sehingga cara membacanya harus dipantulkan dengan kuat.

**Sumber:** Kitab Hidayatus Sibyan",0.6349,True,0.79
48,out_of_domain,gemini,Apa hukum Mad Iwad dalam surah An-Naba?,Informasi tersebut tidak tersedia dalam database tajwid An-Naba.,"Informasi tersebut tidak tersedia dalam database tajwid An-Naba.

Sumber: Kitab Hidayatus Sibyan",0.8182,True,1.0
43,in_domain,gemini,Sebutkan dan jelaskan hukum tajwid dari kata مَنْ أَذِنَ di ayat 38!,"Lafaz مَنْ أَذِنَ (man adzina) pada ayat 38 surah An-Naba' termasuk hukum Idzhar Halqi, kategori Nun Sukun dan Tanwin. Nun sukun bertemu huruf alif/hamzah, dibaca terang dan jelas tanpa dengung. (Sumber: Kitab Hidayatus Sibyan)","Berdasarkan konteks yang tersedia, hukum tajwid untuk kata **مَنْ أَذِنَ** pada ayat 38 adalah sebagai berikut:

*   **Lafaz:** مَنْ أَذِنَ (man adzina)
*   **Hukum:** Idzhar Halqi
*   **Kategori:** Nun Sukun dan Tanwin
*   **Penjelasan:** Nun sukun bertemu dengan huruf alif/hamzah, sehingga cara membacanya harus terang dan jelas tanpa disertai dengung.

**Sumber:** Kitab Hidayatus Sibyan",0.642,True,0.645
